Label,text_tokens_stemmed,Label NB
negatif,tim creativenya update kemunduranlebih bagus versi lamaversi jelek aplikasi kompetitorcari kerja sulit jobstreet andal aneh aja anjirr,negatif
positif,mantaaap,positif
negatif,min loker loker kadaluarsa pampang ajasaya lamar usaha sedia sini2 minggu notifikasiperusahaan lamar kadaluarsa terima lamar lagiphp orang bener butuh kerja,negatif
negatif,tim baru nya mikir apasingapain samain seekmana musti reupload data histori hilang duh,negatif
negatif,bantu ga,positif
negatif,baru nya rusak,negatif
negatif,tamabah ngak karu karuanbosss,negatif
negatif,this apk wasnt usefull,negatif
negatif,kecewa tampil filter jobstreet bagus buruk,negatif
negatif,upload file apa coba berkali2 sampe kuota habis ttep nggk terang apa,negatif
negatif,aplikasi gk login ya login susah sx ak pikir aplikasi upgrade sy upgrade aja gk login tp klw buka komputer kayak gin aplikasi,negatif
negatif,akun baru login konfirmasi ubah password kali via email,negatif
positif,bantu cari kerja percaya,positif
negatif,ukur file yh d tambahin lgi 3mb jgn 2 mb kran,negatif
negatif,setwlah update serasa aplikasi karbitan,negatif
negatif,update lowong tutup rekomendasi,negatif
negatif,aplikasi sampah orang susah cari kerjaa ribett,negatif
negatif,baru taikk pas login cv kereset,negatif
positif,ok banget,positif
negatif,aplikasi puluh apply lamar gak panggil alhamdulillah apply pake aplikasi belah gak dapet panggil apk jobstreet usaha publish loker gak usaha,negatif
positif,status lamar kerja nya mana sih ilang baru jd nggak tau kembang lamar terima usaha nya,negatif
positif,klo kerja ku kasih 5 star,positif
negatif,gue lamar d jobstreet satu gak panggil,negatif
positif,butuh tingkat,positif
positif,mantul,positif
positif,bagus keren,positif
negatif,wa yg tawar kerja online dalih nomer wa aplikasi jobstreet gitu,negatif
positif,bagus simple bantu,positif
positif,guna jobsteet dah lumayan kenap pas d uprad jd donload cv donload surat lamar initrs komenan2 yg tdk enaktolong d baik lg yg sajaterimakasih salam pncari kerja,positif
positif,good job,positif
negatif,update akun masuk kak tolong bantu,negatif
positif,exelent,positif
negatif,jobstreet enak versi kemarin yg versi sakarang lolapenampilan nya loding mulu,negatif
positif,keren,positif
negatif,tawar kerja sedia banyak kadaluwarsa cari informasi lowong kerja,positif
negatif,upload foto profil ya tampil profil ubah foto profil macam bingung,negatif
negatif,mengupload cv tolong baik cepat,positif
negatif,aplikasi sih nglamar kerja gagal,negatif
negatif,app ok jarang panggil klo lamar jobstreet panggil usaha klo by email app,positif
negatif,udh update mlh kga d buka,negatif
positif,moga nemu kerjaanmaksud baru,positif
negatif,tim ide baharu sampah tampil bingung biasa aneh bagus antarmuka tampil nya susah orang tau range gaji usaha tetap gak dah tampil super aneh,negatif
positif,update buka aplikasi,negatif
positif,senang,positif
negatif,tolong kembang jobstreet hilang fitur confidental company transparan kurang scam user mudah lapor usaha terima kasih,positif
negatif,jobstreet lamar kerja aja suruh install apk pintar jobstreet express knp g jd 1 aja sih bikin ribet aja ngelamar kerja dikerjain,negatif
negatif,gak bukaharus log in pdahal loginloginnya,negatif
negatif,update login muncul pesan something went wrong please try again later coba berulang2 muncul somethings not right weve sent instructions on how to reset your password to your email buka email klik sesuai tunjuk halaman kosong,negatif
positif,fitur lamar kualifikasi tudak hilang,positif
negatif,knpa gk buka aneh,negatif
negatif,scam download instal apk,negatif
negatif,update cv hilang profile akun hilang history lamar hilang data pribadi hilang tolong balikin akun,negatif
negatif,apk panggil apk akal2an aja gimna yamohon maaf unistal,negatif
positif,panggil jobstreet,negatif
positif,moga sukses jobstreet bantu lamar kerja usaha butuh,positif
positif,bantu template nya tolong tahan mudah cari kerja,positif
positif,bagus cari kerja,positif
positif,good,positif
negatif,balas,negatif
negatif,filter kacau gk fungsi,negatif
positif,nice,positif
positif,bagus manfaat,positif
positif,bantu,positif
negatif,set update jobstreet ribet ga bs lihat progress cv sdh smpe mn brp org plmar,negatif
negatif,panggil ngelamar usaha,negatif
negatif,tolong kalo lowong kadaluarsa hilang tanda biar orang lamar tau lowong kadaluarsa,negatif
negatif,diupgrade loginnya susah banget ya,negatif
negatif,baru file cv ga unggahpdhl klo ngelamar kerja cv nya unggah resume ga baru kyk download ulang,negatif
positif,bantu thank u jobstreet,positif
positif,skrng sdh bs log in lg sdh diperbaharuimksh apk andal,negatif
positif,terimakasih kembang aplikasi mudah lamar kerja kirim cv daring,positif
positif,terimakasih berkat jobstreet sy dpt kerja panggil kali interviewer tinggal pipih yg sesuai,positif
positif,yg sistem susah apply susah banget mending pakai yg sestem why sistem proses cepat yg sistem lelet dak apply baik biar lancar spt sistem yg mohon koreksi,positif
negatif,gk simpel,negatif
positif,bagus,positif
negatif,gak panggil,negatif
negatif,semenjak update versi ga nyaman enak versi tolong perhati,negatif
positif,ok,positif
negatif,apk hoax,negatif
negatif,kerja ga uptodate itu2 mulu,negatif
positif,,positif
negatif,bahaya pakai jobstreet pantau data2 identitas,negatif
positif,mantap,positif
positif,top,positif
positif,informasi joobsreet kerja,positif
positif,jobstreet transparan,positif
negatif,upgrade naik kualitas turun kualitas login ampun puh sepuhhhh,negatif
positif,sy log in akun jobstreet sy yah sy kirim email tp responnya sy butuh utk bs log in akun sy,negatif
negatif,gak login yapadahal daftar,negatif
negatif,baharu nambah jelek,negatif
negatif,update mulu gx dapet panggil,negatif
negatif,update ribetsistem nampak amatir input lokasi filter cari tampil lokasi,negatif
negatif,baru login pdhl pass sdah,negatif
positif,suka banget apk versi baru abis update mudah akses,negatif
negatif,aplikasi pas,negatif
negatif,profil usaha rekruiter hilang calon cari kerja hak tau usaha gerak bidang lamar,negatif
positif,bagus 3 kali lamar website percaya,positif
negatif,upgrade g aplikasi ngeshare loker gilir udah lamar dapet email klo loker udah kadarluarsa aplikasi asli g update,negatif
negatif,atur ribet,negatif
negatif,kerja,positif
positif,suka tampil kerja jobstreet tampil bagus mudah cari kerja orang lamar,positif
negatif,baharu ga buka ga masuk putar putar aja sdh 1 jam,negatif
positif,fitur lamar informatif uiuxnya nyaman fitur kembali manfaat cari kerja,positif
negatif,ui ux nya jobstreet not recommend parah,negatif
positif,bagus manfaat cari informasi lowong kerja,positif
negatif,update jelekmasih bagus sekarangkita lamar gaji bawah diatasatau sesuai diharapkandan kali usaha lamar kitaserta lamar ribet sekaliselalu pasu cv,negatif
negatif,lbh bagus apk yg krn yg jelas deskripsi pabrik jam kerja filter job apk jg tdk fungsi sy hy filter job dg gj atas 5jt tp yg gaji 23 jt yg tlg kembali bbrp tampil yg sdh bagus apk sy skg sulit dg apk akibat faktor atas,negatif
positif,good,positif
negatif,bagus versi seek,negatif
negatif,parah update,negatif
positif,mantaaap,positif
negatif,aplikasi udah update ga login loading banget,negatif
negatif,daftar loading nya 2jam itu ga nongol hdeh,negatif
negatif,tolong seleksi yg perusahaantempat kerja usaha fiktif tipu tolong periksa usaha tidak aneh lamar layan restoran suruh dateng ruko,negatif
negatif,tampil buruk user friendly,negatif
negatif,parah ne aplikasi nya update gk,negatif
negatif,sih login aja susahharus lwt web login seekmuter putih hadeh pdhl dlu lpgin lwt apl,negatif
positif,aplikasi gimana maksud yaapa sdg pelihara system login browser tdk aplikasi,negatif
negatif,udah ngelamar nunggu eh dapet notif maaf lamar yg lamar tutup gmn sih bener lowong kagaapa nipu aja nih,negatif
negatif,knpa aplikasi update gabisa buka loding terusplis ja aplikasinyapadahal mo liat lanjut lamar,negatif
negatif,usaha palsu nipu2 jobstreet tiga mi usaha bener bodong,negatif
negatif,aplikasi diupdate dah minggu eror ros,negatif
negatif,masuk loading,negatif
negatif,register lambat tolong baik,negatif
negatif,diupdate upload cv,negatif
negatif,loading mulu ya gak login,negatif
positif,bantu cari kerja sesuai skill,positif
negatif,ngk login update dasar bodoh,negatif
negatif,diupgrade ribet yaaastaga,negatif
negatif,update suruh login ulang loadingnya parah,negatif
positif,membantuterimakasih,positif
negatif,update login tanggal 25112023,negatif
negatif,paksa uninstal login semenjak update tolong perbaaiki,negatif
negatif,bagus versi passaya updatelamaran liat batas lamar yg apply yg cek history sekarangsaya panggilansaya cekbener gak panggil interview yg apply via jopstreet tolong dibantutks,negatif
negatif,ga log inlewat web aplikasi jobstreet bantu cari kerja tolong baik,positif
positif,bantu aplikasi kali terima apps guna,positif
positif,the best,positif
positif,good,positif
negatif,ko ga daftar pas baruh payah,negatif
negatif,upgrade ko data profil hilang resume yg hilang history lamar hilang ga bagus setela upgrade,negatif
positif,lowong kerja bagi jobstreet lowong kerja udh pd tutup jobatreet msh sedia capee dech,negatif
negatif,baru coba mengupload cv proses nya banget gk masukin cv nya,negatif
positif,gak buka ya aplikasi,negatif
positif,good,positif
negatif,update jd ga log in,negatif
negatif,aplikasi login arah browser login baik bug nya om,negatif
negatif,lamar pemberitahuan usaha terima nya lamar pemberitahuan nya lowong kadaluwarsa mulu mending pakai apk glints terima tidak tahu langsung apkgmail balas nya ga kaya jobstreet ga balas usaha lamar,negatif
negatif,sebenernya kualitas design okey taraf refresh fitur kurang nih 1 view lamar tingkat jenjang 2 lokasi spesifik usaha sulit 3 banyak rincian simple 4 login ga auto email bugbelum fix servernya 5 berat hp yg rada kentang kalo akses via pclap bagus ga orang saran aja si poin diadain thanks,negatif
negatif,ngelamar verifikasi email email bener,negatif
positif,asisten manager,positif
negatif,udah ngelamar blom panggil gimana update pas trus an baru panggil kerja mah gk,negatif
positif,simple,positif
positif,alam kerja 2013 2022 pabrik kelapa sawit ptbarumun agro sentosa produksijabatan controller pkslokasi kerja cikampak sumatera utara,positif
negatif,update login buka register kasih arah nnti klo sdah lncar bntang sya tingkatkn,negatif
negatif,update gk orng cari lowong job yg balikin kek lg woi tampil dll,negatif
negatif,baru bagus bikin ribet buka email google play buka jobstreet aplikasi jobstreet udah,negatif
negatif,tampil update ga enak lihat search nama daerah muncul kembali tampil yg,negatif
negatif,update ko gabisa masuk error,negatif
negatif,kaka ya ko semenjak baru ko gx masuk aflikasi jobtreet nya mohon bantu nya,negatif
positif,ok,positif
positif,terima kasih aplikasi jobstreet 2 kali kerja aplikasi,positif
negatif,habis baru nggak login,negatif
negatif,login profil sya muncul kolom alamat email kolom sandi,negatif
positif,lowong yg kualitas,positif
negatif,update useless fiturfitur nya,negatif
positif,bantu terimakasih,positif
positif,good,positif
positif,terima kasih jobstreet informasi loker kerja yg bantu moga informasi kerja mutu kualitas sekses,positif
positif,efektif reliable,positif
negatif,update ga masuk akun gimana nih,negatif
positif,bantu utk cari lapang kerja,positif
negatif,lowong presiden gk,negatif
positif,acu mem job sesuai kriteria,positif
negatif,update masuk login nya aja bngt,negatif
negatif,update akun susah masuk,negatif
negatif,update rumit bagus versi 1 yg lamar lamar 2 riwayat lamar batas 3 lokasi 1 4 surat lamar diupload ulang apply,negatif
negatif,semenjak upgrade jafi log in suppurt samsung a50s,negatif
positif,bantu,positif
positif,fitur cari nama kandidat salary muncul susah pilah,negatif
negatif,update fitur jelek gabisa liat deskripsi usaha gabisa liat cv intip usaha blm ribet jelek kembali fitur yg lamaaa,negatif
negatif,update buruk login susah dowload apk kalo alih browser itu loading jobstreet batas type device iosos yg lancar,negatif
negatif,abis update ilang,negatif
negatif,log in aja susah,negatif
positif,puas senang harap langsung hubung rekruterterimakasih,positif
negatif,update susah log in muter ga,negatif
negatif,gimana min habis update jelek sih login aja loading nya sinyal bagus,negatif
positif,coba,positif
negatif,abis baru masuk akun loding nya banget,negatif
negatif,update login instal ulang login,negatif
negatif,wahh parah bagus yg versi update turun kualitas,negatif
negatif,gak next lamar login gak loading,negatif
negatif,parah nge leg karuantak tolong baik,negatif
negatif,update gak login,negatif
negatif,ter filter lowong yg lampau selamat pilih berulangulang kali lanjut tolong apk nya bantu benah apk baik moga baca developer budiman salam hormat semenjak update notifikasi email mekanisme lamar auto sistematis simple kualitas sortir lowong,negatif
positif,ok,positif
negatif,update nih aplikasi,negatif
negatif,alami kendala lamar mengapply kerja suruh apply,negatif
positif,maaf sebenernya jobstreet pasang foto profil engga ya,negatif
negatif,semenjak update apknya lambatt responnya,negatif
negatif,aplikasi baik total susah tau berp loker yg buka contoh posisi legal staff freshgraduate loker yg buka 2 tolong kembali jobstreet fitur chat hrd usaha,negatif
negatif,update ga apphadeuhhh,negatif
negatif,update 18 nop 23 ga tampil halaman login request login tdk krn halaman tdk muncul loading ya praktis otomatis ga pake aplikasi gimana solusi,negatif
positif,bagus,positif
negatif,baru tampil jelek rumit susah paham,negatif
negatif,hbs update versi baru langsung susa log in,negatif
negatif,update gak login moga cepat baik,positif
negatif,baru login akun jobstreet suruh aktif cookies login cokies akrif parah login aplikasi jobstreet masuk email sandi muncul terang salah tolong baru login kali aplikasi browser aktif cokies,negatif
negatif,update aplikasi yg jelek lanfsung link email utk open browser pesan button aplikasi jobstreet buka playstore buka aplikasi jobstreet gimana aplikasi langsung daru notifikasi email klik langsung buka aplikasi jobstreet salah update aplikasi yg,negatif
positif,kembali jobstreet kek ribet banget enak jobstreet,negatif
positif,peluang kabar by mail,positif
negatif,update bagus kacau filter kota cari jabat butuh usaha lamar kirim proses pakai versi sulit guna,negatif
negatif,after update i cant log in back,negatif
negatif,hallo jobstreetada upgrade alami mundur buka akun loading sungguh payah maaf bintang nya turun 5 1 ya terima kasih,negatif
positif,kerennnn sukses,positif
negatif,update masuk lg tolong bantu open lg akun,negatif
positif,susah banget si login abis update gabisa nih login akun ngelamar min,negatif
negatif,baharu masukin lot bagus lot,negatif
negatif,update gk bsa loginaneh bgt ngeblenk,negatif
positif,berpengalaman10 driver,positif
positif,bantu,positif
negatif,aplikasi pasti,positif
positif,skrg update yah developer,negatif
positif,baru ok cuman riwayat kerja ga hapus kah pilih ubah doang mo hapus tp ga,negatif
negatif,hadeeehhh update ui skrg nyari history lamar batas gk liat yg panggil ngecek bener gk gue ngelamar pt siap lihat jobdescnya skrg gk,negatif
negatif,updet ribet suka karna simple slogan indonesia ribet gampang,negatif
positif,diupdate gak login muter,negatif
positif,jobstreet sukses berkaryamantaaaaaaapppppp,positif
negatif,suruh update update gak login,negatif
positif,pkl 6 tempuh didik s1 admin lampung news paper marketing home credit teleseles oprator blistering stripsealing oprator cetak prosuksi pt bayer indonesia,positif
positif,terimakasih,positif
positif,good,positif
negatif,update gak login buffering aplikasi google tolong baik,negatif
positif,good,positif
positif,good,positif
negatif,tampil ribet dlu,negatif
negatif,baharu susah masuk jobstret,negatif
negatif,update g login,negatif
positif,bantu sayang update kerja hilang gak tau usaha yg lamar 5hr kerja 6hr kerja,positif
negatif,hbis d update lokernya update,negatif
positif,masuk akun ya 18032023 terimakasih responnya bintang 5 bintang 3 221123 baharu masuk,negatif
negatif,updet knpa gak masuk ya updet aman bagus gampang ngelamar semenjak updet gak lamar kerja susah masukin akun,negatif
negatif,diupdate info dalam ga jelas bgt terang nurun inimah,negatif
negatif,msuk loading mlu paket internetan kenceng sinyal penuh,negatif
positif,good,positif
negatif,sruh update pas update login pas login pasw email salah pdhal udah pke dr th 2009 anehhh bgt,negatif
negatif,update gabisa ya login aja gabisa benerin server,negatif
positif,muas,positif
positif,memdapatkan rizky,positif
positif,daromi domisili bsi blok g 1 no 46 rt 001012 asin sawangan depok tpttgl lahir boyolali 19 06 1966bekerja bursa efek indonesia 25 security dukung pusdiklat sec gardalidho tangan bakar pt baroon dll,positif
negatif,20 lamar ga hasil bintang 1 aja yahh,negatif
negatif,update aplikasi jelek susah user apply kerja,negatif
positif,0000000000000000000ug cc,positif
negatif,ganggu gimna masuk ga loading trrus,negatif
positif,tunggu hasil bukti,positif
positif,lowong isi headhunter,negatif
negatif,jelek jobstreet sekaarang log in aja lelet banget gabisa masuk gausalah alihin web lamaa,negatif
negatif,update aplikasi lelettttttr bangat,negatif
negatif,kacau set update 18nov kemaren yg ubah tampil info usaha hilang ragu usaha apabergerak bidang hilang ganti video yutub yg guna minim tolong info usaha n syarat didik tampil jobstreet kenal krn informasi lengkap validskrg spti ikut tipu loker dgn menhilangkan tolong baik,negatif
negatif,ribetdrpd yg,negatif
positif,recom cari kerja,positif
negatif,gak log in loading,negatif
negatif,habis diupdate login buffering jaring bagus,negatif
positif,aplikasi okey real job seekersaya 3x job aplikasi jobstreetthx u jobstreet,positif
positif,nice,positif
positif,mantaf,positif
negatif,update aplikasi logout sendiriaplikasi bagus digunakankarena seringkali update,negatif
negatif,filter tolong benerin filter daerah tangerang dasar lowong baru eh yg daerah jakarta jawabarat dasar lowong baru dah oke muncul sesuai request tp wilayah ngaco,negatif
positif,thanks for jobstreetsgood jobs,positif
positif,ok,positif
negatif,kena upgrade masuk louding kaya hp ga internetnya,negatif
positif,good,positif
positif,2 kali kerja karna aplikasi dn perusahaanya pt,positif
negatif,loadingnya lamaaaaaa aplikasi berat udah gitu gak praktiswaktu kirim lamar 4 x klik bagus yg klik langsung kirim,negatif
negatif,akun tiba2 login,negatif
positif,moga,positif
positif,bantu cari kerja,positif
negatif,knp adain upload surat lamar user surat lamar udah cv resum bentuk pdf upload surat lamar bikin lamabutton upload surat lamar tutup aja develop,negatif
negatif,akun hilang update,negatif
negatif,kacau semenjak update versi baru data ilang ngga bs masuk,negatif
negatif,parah aplikasi hp logout install ulang diplaystore ngga nginstall buka web update sistem 18 nov 2023 aplikasi kacau akun ilang suruh daftar ulang pas bs masuk dg email data blank kaya daftar guna history dll bersih hadeeeuh,negatif
negatif,udah bagus maksa suruh update login aja susah design tampil kaya buat anak sd,negatif
negatif,web gak enak banget pakai,negatif
positif,jobstreet mutu sasar terimakasih,positif
positif,mudah cari kerja kerja sesuai mampu,positif
positif,bantu,positif
negatif,abis update bagus aneh bagus update,negatif
positif,ok,positif
negatif,aplikasi ribet yaaa cv upload upload ribet deh,negatif
positif,bagus,positif
negatif,jobstreet baharu gak akses yatidak loginmohon baik,negatif
negatif,5 jobstreet update reset data data jobstreet nya daftar maaf kasih bintang 1 moga update an kembali,negatif
negatif,filter ga fungsi dg,negatif
negatif,tipu cari pegawai buka loker gilir lamar gk direspon jual kacang aja,negatif
negatif,d update suruh daftar udah gitu pas d buka loading mlulu,negatif
positif,update baru november 23 tampil bagus aja mending tampil bs liat prusahaan ngeview cv aja tambah yg tarik,negatif
positif,tarik,positif
positif,good app bantu cari kerja,positif
negatif,aplikasi bagus diupdate diupdate gak login,negatif
positif,good,positif
positif,guna,positif
negatif,progres signifikan nunggu pasti cepet proses lamar pakai aplikasi,negatif
positif,baik versi enak ui nya,negatif
negatif,aplikasi formalitas doang yg recruit tetep aja yg orang dalem,negatif
positif,bantu,positif
positif,oke pencaker,positif
negatif,knpa iya udh baru aplikasi suru login gilir login susah muat halaman nya,negatif
negatif,gk aplod cv jobstreet skrang tampil ny ribet gk ky simple tolong baik kemaren,negatif
negatif,semenjak update gabisa sign in muternya bgt ilang,negatif
negatif,gimana si abis maintenance akun hapus ga bsa masuk,negatif
negatif,cmon habis update aja ga login masuk web seek login dr aplikasi loading ga buka buka,negatif
negatif,versi baru ribetttttttt,negatif
negatif,diupdate jobstreet ribet proses,negatif
positif,kerja,positif
negatif,update mudah,positif
positif,bagus,positif
negatif,ko abis update ribet ya aplikasi,negatif
negatif,sdh diapdate bukany bagusmalah gak bs masuk sekalitolong admin ksh solusi sy bs sign in aplikasi,negatif
positif,update ga login ya,negatif
negatif,lamar batasin iya nunggu lamar butuh kerja tolong jobstreet nya ga batas lamar,negatif
positif,aplikasi cari kerja,positif
negatif,aplikasi baru susah cari kerja update,negatif
negatif,guna jobstreet kali kendala diupdate login jobstreet coba laptop login tolong jobstreet baik kendala lambat terimakasih,negatif
negatif,baharu aplikasi jobstreet indonesia baharu dr jam 0700 akses masuk dalam aplikasi jobstreet indonesia pd milik akun jobstreet indonesia aplikasi jobstreet tutup buka aplikasi baharu hari 3 kunci total akses canggih cepat mutakhir sulit cari kerja akses,negatif
negatif,update buruk,negatif
negatif,daftar jobstreet pas update masuk arah paly store nih gk masuk aplikasi,negatif
positif,update aplikasi ga login data username hapus gimana,negatif
positif,bagus bantu,positif
negatif,tampil uiux jumpah lamar kali usaha turun kualitas uiuxnya,negatif
negatif,rip jobstreet aplikasi,negatif
positif,indonesia kerja aja syarat segambreng gimana gak banyal anggur udah males lamar kerja mending jual goreng duit gak pake perintah2 bos gak absen2an,negatif
negatif,habis update data profil hilang registrasi ulang loading doang,negatif
positif,aplikasi bagus batu terima kasih,positif
positif,fii umrik,positif
positif,bagus,positif
negatif,update 19 nov kacau log in engga jalanjalan aplikasi tungguin aja gausah diupdate org cari kerja sulit,negatif
positif,banyak rekrut kedok uang jamin mohon saring usaha yg fiktif,negatif
negatif,cari lokasi kerja spesifik app yg kota gak cari dasar susah deh cari lokasi bsd aja loker kosong,negatif
positif,alhamdulillah pakai jobstreet kerja sesuai alam referensi hrd seleksi karyawan,positif
negatif,gabisa login akun jobstreet do klik sign loading gamasu masuk,negatif
negatif,update gak login tolong dibenerin,negatif
positif,ok,positif
positif,good,positif
positif,digubakan bijak,positif
positif,oke banget,positif
negatif,aplikasi cari cari lowong gilir login akun cuman loading aja,negatif
positif,alhamdulillah beneran dapet kerja pt bonafit mm2100 aplikasi,positif
negatif,ko jobstreet gin si udh update gabisa login mulu pdhl udh sesuai gimana si sistemnyaaa anjlok bangettt min tolong perbaikin lahhh suka jobstreet yg dluuu lot ginisorry ksh bintang 1,negatif
positif,suka versi yg yg versi baru bingung,negatif
positif,saran usaha tolak berkalikali rekomendasi pencaker,positif
positif,4 dlu aja download soalna,negatif
positif,makasih,positif
positif,mantap,positif
positif,lamar gampang cuman susah dapet panggil nya,negatif
negatif,versi job street rumit turut gak mudah sesimple lowker yg kirim lamar liat kirim lamar tolong kembali aja,negatif
positif,lamar langsung direspon,positif
positif,bagud,positif
positif,keren banget aplikasi ubah semua menu bagus notifikasi email hasil lamar pekerjaanl,positif
positif,good,positif
negatif,gak yg nyangkut dr yg lamar gk panggil,negatif
positif,great,positif
positif,updatenya bagus fitur tambah bagus tampil,positif
negatif,update baru kecewa informasi detail lokasi kerja tampil kota,negatif
positif,yg program aplikasi jobstreet org pinter pasti tpi yg nmanya menu search dg plihan lbih spesifik ya hrusnya yg tampil sesuai dg yg konsumen cari klox ex nyari loker jakarta timur yg muncul ya smua jakarta raya buang2 utk scrol update jngan nanggung2 bos q terima ksih,positif
positif,bagus,positif
positif,3 kerja aplikasi 2 kerja sebelumya jobsdb yg gabung jobstreet thanks note saran ada fitur kualifikasi kerja lamar peta saing thanks,positif
positif,terima kasih salur kerja yg,positif
negatif,i am can not log in after last update,negatif
negatif,habis update masuk aja bget skrg,negatif
negatif,update tampil susah simpel update,negatif
positif,,positif
positif,keren updetan apk nya detail turut terimakasih jobstreet kali kerja jobstreet,positif
positif,bantu mudah apply lamar,positif
positif,good nice,positif
positif,dear management jobstreet kaya range gaji usaha buka lowong tampil lamar kecewabiar gambar gak lamar perusaahan tersebutkebanyakan capek2 wawan berat nego gajinyaalasan apa,negatif
negatif,update nge bug akun log in ga bisabisa tolong baik aplikasi nya,negatif
positif,hrd and human capital experience more than 25 years,positif
positif,peluang cepat,positif
negatif,update ko ga login,negatif
negatif,gak bagus aplikasi gak kayak login aja susah tunggu unistal kecewa,negatif
positif,alhamdulillah,positif
negatif,kurang kali usaha lamar tolong tampil kemarin,negatif
positif,mudah,positif
positif,aplikasi bawa pindah pindah usaha keliling indonesia,positif
positif,bantu cari kerja bantu terima kasih,positif
positif,asm,positif
negatif,panggil kasih 1 dlu,positif
positif,good,positif
negatif,semenjak maintenance ribet login susah alih google ga kaya langsung sesuai aplikasi kalo daftar login login buffering mulu,negatif
positif,manfaat,positif
positif,ok bantu,positif
positif,okk,positif
positif,update kilas aplikasi kitalulus,positif
positif,lamar kerja jobstreet bagus kerja bagus yg terima kasih y jobstreet,positif
negatif,apps nya semenjak baru ribet mantau susah kalo lamar wilayab cangkup 2 wilayah tdk bsa bisa tolong jd masuk uiuxnya,negatif
positif,maaf turun bintang suka aplikasi update tambah spt tggl dll fitur hilang moga kembali contoh kali lamar versi web nya moga jobstreet baik,negatif
positif,very good,positif
negatif,tingkat peluang terima kerja,positif
negatif,proses maintenance update apk data isi hilang musti isi,negatif
negatif,aja update login muter2 doang,negatif
negatif,susah gk login bug,negatif
positif,habis update login versi web nya login,negatif
negatif,gaka da jelas,negatif
negatif,udah lamar aplikasi sih banyak nda kabar apa2 dri usaha tau2 status lowong kerja udah tutup terima kerja,negatif
negatif,loker tipu masuk aplikasi,negatif
positif,aplikasi ya bantu,positif
negatif,aplikasi,positif
positif,mudah cari lowong kerja jobstreet,positif
positif,manfaat,positif
negatif,udah bug nga buka maaf ngasih bintang 1 bagus aplikasi jobstreet rekomen cari kerja,negatif
positif,bantu,positif
negatif,2 aplikasi inisudah puluh loker apply status terima loker berakhirapa aplikasi cv usaha entahlahtidak jelas didalamnyayang apply aja ulang lagijadi ragu aplikasi,negatif
positif,bantu pemcari kerja cari kerja,positif
positif,maaf aplikasi tulis 18 november aplikasi sedia tolong maksud ya,negatif
positif,nice,positif
positif,aplikasi cari kerja mudah applay lowong lamar via email,positif
positif,goodjob,positif
positif,mudah cari lowong kerja moga manfaat berkah,positif
positif,keren,positif
negatif,kasih 1 bintang panggil kerja bintang,positif
positif,mantap,positif
negatif,susah temu cari,positif
positif,jobstreet bagus mudah cari kerja,positif
positif,ok,positif
positif,simple guna,positif
positif,bantu cari kerja,positif
positif,bagus,positif
positif,moga berkas yg kirim terima nama tuhan yesus amin,positif
negatif,muncul kalimat aplikasi sedia tanggal 18 november 2023,positif
positif,bantu loker terupdate,positif
positif,good aplikasi,positif
positif,senang,positif
positif,bantu cari kerja tinggal isi data,positif
positif,bantu,positif
positif,mudah mudah rezeki,positif
positif,,positif
positif,bagus interaktif mudah gak bet bantu kasih full kalo terima kerja,positif
positif,mantap,positif
positif,okee,positif
positif,bagus moga tingkat,positif
positif,mudah paham,positif
positif,yuk cari kerja,positif
positif,bagus,positif
positif,bantu,positif
positif,bantu,positif
positif,lowong yg tarik moga terima kerja,positif
positif,lamar kerja senang mudah nyaman,positif
positif,good application,positif
positif,aplikasi bagus cari informasi kerja,positif
positif,bagus,positif
positif,aplikasi bantu cari kerja lowong,positif
positif,good,positif
positif,ok,positif
positif,kereen,positif
positif,mantap,positif
negatif,lamar udah kadaluarsa ngecekngirim cv lamar tutup dihome,negatif
positif,bantu,positif
positif,bantu mudah,positif
positif,bantu,positif
positif,bantu,positif
positif,aplikasi yg manfaat,positif
positif,bagus,positif
positif,bantu,positif
positif,bagus profil usaha,positif
positif,bukti panggil,positif
positif,bagus mudah naruh dokumenya,positif
positif,goood job,positif
negatif,semenjak update baru auto sign out account login coba via webnya,negatif
positif,apk oke,positif
positif,ok,positif
positif,please add a search bar on application history,positif
positif,manfaat,positif
positif,puas,positif
positif,aplikasi bagus sayang orang2 pinter nipu lulus kerja hati2 aja,positif
positif,muncul tulis 18 nov aplikasi sedia jobstreet tutup gimana yaa,negatif
positif,bantu,positif
positif,good,positif
positif,,positif
negatif,lowong kerja fiktif,positif
positif,user experience nya bikin nyaman,negatif
positif,ok,positif
positif,bagus recommended,positif
positif,apk mudah cari kerja,positif
negatif,maksimal,negatif
positif,mudah cari kerja terima kasih,positif
positif,mudahh,positif
positif,oke,positif
positif,bantu,positif
positif,sukses dgn cari loker dr jobstreet,positif
positif,mudah cari kerja,positif
positif,baik bantu,positif
positif,bantu cari kerja lulus smk,positif
positif,bantu cari kerja,positif
positif,bantu,positif
positif,bantu,positif
positif,bagus,positif
positif,good aplication,positif
positif,ok bantu,positif
positif,lumayan bagus sedia impormasi lokernya ga panggil salah yshhhy,positif
positif,ok,positif
positif,okokok,positif
negatif,sekian ratus lamar aplikasi satu panggilansumpah nih aplikasi jancuuuk jaran yg bikin,negatif
positif,mantap,positif
positif,keren,positif
positif,keren,positif
positif,oke,positif
positif,ok,positif
positif,bagus lengkap,positif
