content,text_tokens_stemmed,Label,Label NB,Label NB Average
"Tempat yang bagus, anak-anak senang. Datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumba-lumba. Main di pantainya juga asyik karena cukup bersih. Hanya menurutku harga makanannya yang agak mahal, nyoba ",bagus anakanak senang udah jam 3 alhmdulillah nonton tunjuk gajah lumbalumba main pantai asyik bersih turut harga makan mahal nyoba,positif,positif,positif
Cukup lumayan untuk liburan bersama keluarga di sini. Namun masih banyak yg perlu dibenahi khususnya untuk akses ke Safarinya jalannya masih rusak dan baunya sangat tidak sedap. Semoga untuk ke depan bisa lebih baik lagi ya. Untuk atraksi lumba-lumbanya sangat seru.,lumayan libur keluarga yg benah akses safari jalan rusak bau sedap moga ya atraksi lumbalumbanya seru,positif,positif,positif
"Tempat bagus, bersih, hanya 1, jalan buat pejalan kaki area menuju kebun binatang beberapa kurang nyaman. Karena rusak.",bagus bersih 1 jalan pejal kaki area kebun binatang nyaman rusak,positif,positif,positif
"Sudah yang kesekian kali, anak-anak terhibur dan senang",sekian kali anakanak hibur senang,positif,positif,positif
"Fasilitas zoo nya cukup minim, unggulan ada di show lumba-lumba, untuk santai ditepi pantai Ok",fasilitas zoo nya minim unggul show lumbalumba santai tepi pantai ok,positif,positif,positif
"Bawa keluarga kesini dijamin happy, anak2 bisa melihat mini zoo dan atraksi lumba2, bermacam kuliner juga ada.",bawa keluarga kesini jamin happy anak2 mini zoo atraksi lumba2 kuliner,positif,positif,positif
Keren,keren,positif,positif,positif
Saya pesan makanan di resto yg didalam safari beach baru warna putih. Hampir 1 jam belum di sajikan. kecewa saya. Manajemen ny gimana. Pesanan saya kemana,pesan makan resto yg dalam safari beach warna putih 1 jam saji kecewa manajemen ny gimana pesan mana,negatif,positif,positif
Bagus Banget Anak Saya Terhibur,bagus banget anak hibur,positif,positif,positif
"Pemandangan pantai nya bagus. Area sekitarnya bersih, banyak tersedia tempat makan. Ada atraksi hewan hewan.",pandang pantai nya bagus area bersih sedia makan atraksi hewan hewan,positif,positif,positif
"Pas kesana, satwa nya belum begitu banyak, tapi pertunjukan satwanya lumayan bagus dan menghibur, pantainya juga lumayan bagus",pas kesana satwa nya tunjuk satwa lumayan bagus hibur pantai lumayan bagus,positif,positif,positif
"terletak di deretan pantai sigandu, tempat ini bisa jadi referensi kl pgn family date atau kl ada sodara berkunjung dan pgn ajak jalan2 ke tempat yg atraktif. tiket relatif terjangkau. meskipun ga sebesar taman safari/kebun binatang ",letak deret pantai sigandu referensi kl pgn family date kl sodara kunjung pgn ajak jalan2 yg atraktif tiket relatif jangkau ga taman safarikebun binatang,positif,positif,positif
"Tempatnya bersih..
Udah 2 kali kesini harga sekarang lebih mahal tp di safarinya kurang..
Dulu animal sow nya lebih menarik dari sekarang dan dulu kalo masuk kandang burung gratis sekarang bayar.. Tp lumayan sihh buat refresing",tempat bersihudah 2 kali kesini harga mahal tp safari kurangdulu animal sow nya tarik kalo masuk kandang burung gratis bayar tp lumayan sihh refresing,positif,positif,positif
"Hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya, dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller, thankyou ???? ",hewanya lumayan lengkap bagus macam2 atraksi hewan tp sayang tempat perawatanya mohon jalan benah biar enak yg bawa stroller thankyou,positif,positif,positif
sebaiknya mulai dirapikan untuk akses jalan yang tentu ramah dengan lingkungan pantai,rapi akses jalan ramah lingkung pantai,positif,positif,positif
"Balapan dengan atraksi burung e joss. Menunggang gajah dan unta juga bagus. Itu tidak nyaman. Akses masih lemah, cukup berdebu.
Pertama-tama, tiketnya murah, tapi cukup mahal untuk membayar di dalam. Mungkin itu layak untuk diulas",balap atraksi burung e joss tunggang gajah unta bagus nyaman akses lemah berdebupertamatama tiket murah mahal bayar layak ulas,positif,positif,positif
"Tiket murah meriah,,
Akses kelokasi mudah ditemukan,
Parkiran mobil juga luas dan lega,, ",tiket murah meriahakses lokasi mudah ditemukanparkiran mobil luas lega,positif,positif,positif
"Tempat oke lahhh untuk wisata bareng keluarga, dan cukup nyaman.
Cuman kenapa voucher tukar yang 10rb katanya bisa di tukar ke semua booth corner eh nyatanya saling lempar sana sini dan pada bilang TIDAK BISA ditukar disini, bisanya disana, setelah aku coba sana sini nyatanya gabisa nerima semua! Membingungkan!",oke lahhh wisata bareng keluarga nyamancuman voucher tukar 10rb tukar booth corner eh lempar bilang tukar bisa sana coba gabisa nerima bingung,negatif,positif,positif
Baru x ini menemukan tempat wisata yg bersih.murah dengan paket komplit pantai dan kebun binatang. Yg paling berkesan ya lumba2 show.... Pasti datang lagi.. dan lg... Menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu ,x temu wisata yg bersihmurah paket komplit pantai kebun binatang yg kesan ya lumba2 show lg nikmat pantai yg bersih duduk yg nyaman tnp ganggu,positif,positif,positif
"Sangat cocok untuk tempat rekreasi keluarga yang nyaman, sejuk dan nikmat. Disini ada berbagai macam tontonan dan atraksi yang menarik, apalagi lokasinya ditepi laut (pantai) Sigandu Batang Jawa Tengah ... ?????? ",cocok rekreasi keluarga nyaman sejuk nikmat tonton atraksi tarik lokasi tepi laut pantai sigandu batang jawa,positif,positif,positif
Kl bisa stand makanan ditambahin biar ga cepet kehabisan,kl stand makan ditambahin biar ga cepet habis,positif,positif,positif
Menyenangkan mengajak anak-anak berlibur ke taman safari Batang. Disana ada beberapa pertunjukan yang bisa kita saksikan dan beberapa hewan yg bisa kita kenalkan kepada anak-anak sebagai bentuk edukasi. Anak saya senang sekali bisa menaiki ,senang ajak anakanak libur taman safari batang sana tunjuk saksi hewan yg kenal anakanak bentuk edukasi anak senang,positif,positif,positif
Bagus untuk pendidikan,bagus didik,positif,positif,positif
"Bagus banget.. konsep kebun binatang, atraksi hewan, pantai dan tempat makan jadi satu.. tambah hotel mungkin makin perfect",bagus banget konsep kebun binatang atraksi hewan pantai makan hotel perfect,positif,positif,positif
"Tempat berlibur keluarga yg rekomendit, pertahankan dan tingkatkan semuanya",libur keluarga yg rekomendit tahan tingkat,positif,positif,positif
Hewan2 dan jg pantai,hewan2 jg pantai,positif,positif,positif
Kalau belum ke sini saya sarankan jangan ke sini pasti nyesel soale makananya mahal dan tempatnya gak menarik dapat voucher makanan 20.000 tp harga makanan 25000 es teh gelas kecil 10 ribu,saran nyesel soale makananya mahal tempat gak tarik voucher makan 20000 tp harga makan 25000 es teh gelas 10 ribu,negatif,positif,positif
"Pertama kali kesini dan ga menyenangkan.
Binatangnya itu2 aja. Tempatnya blm di kelola dng baik, bnyk sekali kekurangan, banget banget bnyk kurangnya. Jalannya blm di paving semua, bnyk yg tanah, kl ",kali kesini ga menyenangkanbinatangnya itu2 aja tempat blm kelola dng bnyk kurang banget banget bnyk kurang jalan blm paving bnyk yg tanah kl,negatif,positif,positif
Kalo dr pagi bakalan betah ini,kalo dr pagi betah,positif,positif,positif
Cocok buat liburan kluarga,cocok libur kluarga,positif,positif,positif
Seru,seru,positif,positif,positif
"Tiket terlalu mahal 2X bayar tiket
Area sholat sempit,voucher antri nggak kebagian.
Mending makanan beli sendiri itu tiket di murahkan.",tiket mahal 2x bayar tiketarea sholat sempitvoucher antri nggak kebagianmending makan beli tiket murah,negatif,positif,positif
"Sangat cocok untuk wisata edukasi anak anak, letak strategis, menghibur. Perlu diskon harga tiket khususnya bagi rombongan anak sekolah, agar harganya ramah kantong masyarakat umumnya",cocok wisata edukasi anak anak letak strategis hibur diskon harga tiket rombong anak sekolah harga ramah kantong masyarakat,positif,positif,positif
"Versi murahnya taman safari.
Pas weekday di libur sekolah, ber2, 1 dewasa, 1 anak umur 8thn 50rb/org. Dapat voucher makan 10rb. ",versi murah taman safaripas weekday libur sekolah ber2 1 dewasa 1 anak umur 8thn 50rborg voucher makan 10rb,positif,positif,positif
LIburan,libur,positif,positif,positif
"bagus
anak saya suka",bagusanak suka,positif,positif,positif
"resto nya keren, buka sampai malam.",resto nya keren buka malam,positif,positif,positif
"Pantai terbaik di pantura,
Bangga menikmatinya...",pantai baik panturabangga nikmat,positif,positif,positif
Keren asik buat mantai,keren asik manta,positif,positif,positif
"Bagus lah ,setidaknya bisa buat seneng anak"" naik gajah ama onta.amw.lihat lumba"".memang tidak se lebar fan komplit di prigen.bogor dan bali.tp ok lah.tempatnya ok deket pantai jd sore,"" anak"" bisa.berenang.cuma kecewa dengan pelayanan resto nya saja.selebihnya ok.mksh",bagus neng anak gajah ama ontaamwlihat lumbamemang lebar fan komplit prigenbogor balitp ok lahtempatnya ok deket pantai jd sore anak bisaberenangcuma kecewa layan resto nya sajaselebihnya okmksh,positif,positif,positif
"Taman Safari versi murahnya dbanding yg d Bogor n Jatim. HTM wkend dewasa 65k, anak:45k dapet voucher makan 20k/tiket. Ada atraksi satwa dilanjut dg dolphin show. Lokasinya asik deket pantai. Setiap malam minggu ada safari prime jam 18.30 ",taman safari versi murah dbanding yg d bogor n jatim htm wkend dewasa 65k anak45k dapet voucher makan 20ktiket atraksi satwa lanjut dg dolphin show lokasi asik deket pantai malam minggu safari prime jam 1830,positif,positif,positif
"Pengunjungnya pas ksna rame ada bbrp bis dan Mbl Prbdi
Tp Perawatan nya kurang ya.. ",unjung pas ksna rame bbrp bis mbl prbditp awat nya ya,positif,positif,positif
Kebun binatang mini di tepi pantai,kebun binatang mini tepi pantai,positif,positif,positif
"Kebun binatang di pinggir pantai,, tempat seru dan asyik buat liburan bersama keluarga,, banyak tempat duduk,, dan tersedia pancuran buat bilas sehabis berenang di pantai,,",kebun binatang pinggir pantai seru asyik libur keluarga duduk sedia pancur bilas habis renang pantai,positif,positif,positif
Tempat wisata yang komplit menurutku.puas pokonya bawa anak2 maen ke sini,wisata komplit menurutkupuas poko bawa anak2 maen,positif,positif,positif
Sangat cocok buat anak-anak,cocok anakanak,positif,positif,positif
"Josh mantap selain wisata edukasi buat anak"" Tempat ini cocok buat liburan bersama keliarga",josh mantap wisata edukasi anak cocok libur keliarga,positif,positif,positif
btw tempate cakep cakk tapi harga makanan gak ngotak,btw tempate cakep cakk harga makan gak ngotak,positif,positif,positif
Tempat wisata edukasi buat anak-anak. Keren juga atraksi hewan-hewannya,wisata edukasi anakanak keren atraksi hewanhewannya,positif,positif,positif
Tempat cukup menarik cuma tiket klo bisa diturunkan harganya biar masyarakat kecil menengah bisa sering2 berkunjung,tarik tiket klo turun harga biar masyarakat tengah sering2 kunjung,positif,positif,positif
Cukup bagus,bagus,positif,positif,positif
jangan bawa makanan dari luar ya :),bawa makan ya,positif,positif,positif
"HTM, cocok sih untuk semua pertunjukan.. sangat menghibur dan menarik meski wahana hewan masih belum lengkap.",htm cocok sih tunjuk hibur tarik wahana hewan lengkap,positif,positif,positif
Safari mini yang rekomended,safari mini rekomended,positif,positif,positif
Bersih rapih,bersih rapih,positif,positif,positif
Direkomendasikan Pengunjung,rekomendasi unjung,positif,positif,positif
"satpam g jelas, tidak ramah ditanya apa2 tidak tahu
foto grafer g jelas, malah nutupin kamera pribadi
area kotor, tidak terjaga kebersihannya",satpam g ramah apa2 tahufoto grafer g nutupin kamera pribadiarea kotor jaga bersih,negatif,positif,positif
Suasana asri,suasana asri,positif,positif,positif
bagus tempatnya sangat cocok untuk anak anak tk cukup mengedukasi,bagus tempat cocok anak anak tk edukasi,positif,positif,positif
Tempat edukasi untuk anak dan pengenalan lumba-lumba kepada anak. Tapi tempatnya masih belum semuanya dibangun.,edukasi anak kenal lumbalumba anak tempat bangun,positif,positif,positif
"Akses msk Safari beach jateng sdh bagus, tp knp hrs bli tiket msk ke pantai sigandu pdhal kami ga ke pantai sigandu.
Utk zoo lumayan beragam jenis hewannya,bs naik gajah nd onta juga, ada jg ",akses msk safari beach jateng sdh bagus tp knp hrs bli tiket msk pantai sigandu pdhal ga pantai siganduutk zoo lumayan agam jenis hewannyabs gajah nd onta jg,positif,positif,positif
"Puas seharian... ??
Hiburan cukup lengkap,
Atraksi binatang
Akrobatik show ",puas hari hibur lengkapatraksi binatangakrobatik show,positif,positif,positif
"Tempat parkir luas, enak juga selain lumba² juga ada kebun binatang sama laut..
Akses jalan ke sana juga jalannya lumayan bagus, dan mudah dijangkau ",parkir luas enak lumba kebun binatang lautakses jalan jalan lumayan bagus mudah jangkau,positif,positif,positif
"Ok lah, sayang sekali jauh dr rumahku",ok sayang dr rumah,positif,positif,positif
Bagus,bagus,positif,positif,positif
"Sebuah kebun binatang yang berlokasi di pinggir pantai. SBJ berkonsep show dan edukasi yang menarik. Beberapa tampilan adalah show lumba², ragam satwa (anjing, burung kakatua, kucing, binturong, dll.), show gajah, show burung pemangsa, ",kebun binatang lokasi pinggir pantai sbj konsep show edukasi tarik tampil show lumba ragam satwa anjing burung kakatua kucing binturong dll show gajah show burung mangsa,positif,positif,positif
"Pertmuan LF IIBF disini...tmpt nyaman banget..blue resort nya menunya enak2 bgt...pantai bersih, tertata rapi,fasilitas lengkap...",pertmuan lf iibf disinitmpt nyaman bangetblue resort nya menu enak2 bgtpantai bersih tata rapifasilitas lengkap,positif,positif,positif
Konsep dan tempatnya keren siih,konsep tempat keren siih,positif,positif,positif
Bagus .. pantainya bersih . Terawat,bagus pantai bersih awat,positif,positif,positif
"Untuk pengunjung luar kota karena belum tahu akses jadi 1 dengan pantai Sigandu sudah ditarik biaya masuk di pos awal
Tiket masuk weekend 50 ribu per orang ",unjung kota akses 1 pantai sigandu tarik biaya masuk pos awaltiket masuk weekend 50 ribu orang,positif,positif,positif
Paling lengkap dan bagus,lengkap bagus,positif,positif,positif
"Paket wisata yg lumayan lengkap, ada kebun binatang, pantai, dan yg paling ditunggu yaitu atraksi lumba-lumba, cocok utk keluarga.
Dengan harga tiket 65.000 (pas weekend) atau 50.000 (hari biasa) menurut aku n ",paket wisata yg lumayan lengkap kebun binatang pantai yg tunggu atraksi lumbalumba cocok utk keluargadengan harga tiket 65000 pas weekend 50000 n,positif,positif,positif
"Atraksi lumba lumbanya super hebat. Anak saya yang tadinya takut, sampai ingin foto bareng lumba lumba.",atraksi lumba lumbanya super hebat anak takut foto bareng lumba lumba,positif,positif,positif
Kesini pas weekend harga tiket anak 2-6th 45 dewasa 65 parkir mobil 10rb. Utk kebun binatangnya lumayan beragam hanya saja kebersihan perlu ditingkatkan terutama kaca2 dkandang hewannya sehingga bs terlihat lebih jelas namun disanyangkan ,kesini pas weekend harga tiket anak 26th 45 dewasa 65 parkir mobil 10rb utk kebun binatang lumayan agam bersih tingkat kaca2 dkandang hewan bs disanyangkan,positif,positif,positif
Mantap bisa ditungguin n bisa lihat ngerjainnya jd ngk takut part dituker,mantap ditungguin n lihat ngerjainnya jd ngk takut part dituker,positif,positif,positif
"Sangat mengecewakan jauh dibawah ekspektasi padahal piknik sekolah tidak ada tour guide hewan hanya sedikit tempat bilas anak terbuka apalagi soal makanan, tidak boleh bawa makanan dari luar tapi harga di dalam tidak masuk akal. Dim sum 3 ",kecewa bawah ekspektasi piknik sekolah tour guide hewan bilas anak buka makan bawa makan harga masuk akal dim sum 3,negatif,positif,positif
