content,score,clean_text,token,stopword_removal,stemming
Masih banyak perusahaan bodong yg bisa posting loker d aplikasi ini.. Aplikasi ga ada guna,1,masih banyak perusahaan bodong yg bisa posting loker d aplikasi ini aplikasi ga ada guna,"['masih', 'banyak', 'perusahaan', 'bodong', 'yg', 'bisa', 'posting', 'loker', 'd', 'aplikasi', 'ini', 'aplikasi', 'ga', 'ada', 'guna']","['banyak', 'perusahaan', 'bodong', 'yg', 'posting', 'loker', 'd', 'aplikasi', 'aplikasi', 'ga']","['banyak', 'usaha', 'bodong', 'yg', 'posting', 'loker', 'd', 'aplikasi', 'aplikasi', 'ga']"
Sangat Flexibel,5,sangat flexibel,"['sangat', 'flexibel']","['sangat', 'flexibel']","['sangat', 'flexibel']"
"Nomor hape pengguna bocor, 2x dapat penipu mengundang interview Sebelumnya saya 3x dapat pekerjaan dari jobstreet, tp kali ini nomor HP bocor ke penipu",3,nomor hape pengguna bocor x dapat penipu mengundang interview sebelumnya saya x dapat pekerjaan dari jobstreet tp kali ini nomor hp bocor ke penipu,"['nomor', 'hape', 'pengguna', 'bocor', 'x', 'dapat', 'penipu', 'mengundang', 'interview', 'sebelumnya', 'saya', 'x', 'dapat', 'pekerjaan', 'dari', 'jobstreet', 'tp', 'kali', 'ini', 'nomor', 'hp', 'bocor', 'ke', 'penipu']","['nomor', 'hape', 'pengguna', 'bocor', 'x', 'penipu', 'mengundang', 'interview', 'sebelumnya', 'x', 'pekerjaan', 'jobstreet', 'tp', 'kali', 'nomor', 'hp', 'bocor', 'penipu']","['nomor', 'hape', 'guna', 'bocor', 'x', 'tipu', 'undang', 'interview', 'belum', 'x', 'kerja', 'jobstreet', 'tp', 'kali', 'nomor', 'hp', 'bocor', 'tipu']"
tiati ngelamar di jobstreet banyak penipuan yg cuma ngambil data diri pelamar.,1,tiati ngelamar di jobstreet banyak penipuan yg cuma ngambil data diri pelamar,"['tiati', 'ngelamar', 'di', 'jobstreet', 'banyak', 'penipuan', 'yg', 'cuma', 'ngambil', 'data', 'diri', 'pelamar']","['tiati', 'ngelamar', 'jobstreet', 'banyak', 'penipuan', 'yg', 'cuma', 'ngambil', 'data', 'diri', 'pelamar']","['tiati', 'ngelamar', 'jobstreet', 'banyak', 'tipu', 'yg', 'cuma', 'ngambil', 'data', 'diri', 'lamar']"
"Bagaimana bisa data yg saya kirim bocor dan sering ada yang mengirim pesan yang menawarkan pekerjaan yang berujung penipuan, dikatakan dapat informasi dari database jobstreet",1,bagaimana bisa data yg saya kirim bocor dan sering ada yang mengirim pesan yang menawarkan pekerjaan yang berujung penipuan dikatakan dapat informasi dari database jobstreet,"['bagaimana', 'bisa', 'data', 'yg', 'saya', 'kirim', 'bocor', 'dan', 'sering', 'ada', 'yang', 'mengirim', 'pesan', 'yang', 'menawarkan', 'pekerjaan', 'yang', 'berujung', 'penipuan', 'dikatakan', 'dapat', 'informasi', 'dari', 'database', 'jobstreet']","['bagaimana', 'data', 'yg', 'kirim', 'bocor', 'sering', 'mengirim', 'pesan', 'menawarkan', 'pekerjaan', 'berujung', 'penipuan', 'dikatakan', 'informasi', 'database', 'jobstreet']","['bagaimana', 'data', 'yg', 'kirim', 'bocor', 'sering', 'kirim', 'pesan', 'tawar', 'kerja', 'ujung', 'tipu', 'kata', 'informasi', 'database', 'jobstreet']"
Bagus,5,bagus,['bagus'],['bagus'],['bagus']
Good,5,good,['good'],['good'],['good']
Semoga dapat pekerjaan di sini,5,semoga dapat pekerjaan di sini,"['semoga', 'dapat', 'pekerjaan', 'di', 'sini']","['semoga', 'pekerjaan', 'sini']","['moga', 'kerja', 'sini']"
"Cukup Kecewa Karena Lowongan yang disediakan hanya untuk Orang yang memiliki Tamatan Sarjana dan Diploma. Saya sebagai Tamatan SMK, merasa sering kali kesulitan mencari Loker disini karena semua S&K berisi Minimal S1, apakah Kami yang Tamatan SMA/SMK tidak Layak Bekerja diPerusahaan. Semoga Aplikasi ini Bisa bersikap Terbuka untuk Semua Kalangan. Karena yang ingin bekerja bukan hanya yang Sarjana.",2,cukup kecewa karena lowongan yang disediakan hanya untuk orang yang memiliki tamatan sarjana dan diploma saya sebagai tamatan smk merasa sering kali kesulitan mencari loker disini karena semua sk berisi minimal s apakah kami yang tamatan smasmk tidak layak bekerja diperusahaan semoga aplikasi ini bisa bersikap terbuka untuk semua kalangan karena yang ingin bekerja bukan hanya yang sarjana,"['cukup', 'kecewa', 'karena', 'lowongan', 'yang', 'disediakan', 'hanya', 'untuk', 'orang', 'yang', 'memiliki', 'tamatan', 'sarjana', 'dan', 'diploma', 'saya', 'sebagai', 'tamatan', 'smk', 'merasa', 'sering', 'kali', 'kesulitan', 'mencari', 'loker', 'disini', 'karena', 'semua', 'sk', 'berisi', 'minimal', 's', 'apakah', 'kami', 'yang', 'tamatan', 'smasmk', 'tidak', 'layak', 'bekerja', 'diperusahaan', 'semoga', 'aplikasi', 'ini', 'bisa', 'bersikap', 'terbuka', 'untuk', 'semua', 'kalangan', 'karena', 'yang', 'ingin', 'bekerja', 'bukan', 'hanya', 'yang', 'sarjana']","['cukup', 'kecewa', 'lowongan', 'disediakan', 'orang', 'memiliki', 'tamatan', 'sarjana', 'diploma', 'tamatan', 'smk', 'merasa', 'sering', 'kali', 'kesulitan', 'mencari', 'loker', 'disini', 'semua', 'sk', 'berisi', 'minimal', 's', 'tamatan', 'smasmk', 'layak', 'bekerja', 'diperusahaan', 'semoga', 'aplikasi', 'bersikap', 'terbuka', 'semua', 'kalangan', 'bekerja', 'bukan', 'sarjana']","['cukup', 'kecewa', 'lowong', 'sedia', 'orang', 'milik', 'tamat', 'sarjana', 'diploma', 'tamat', 'smk', 'rasa', 'sering', 'kali', 'sulit', 'cari', 'loker', 'sini', 'semua', 'sk', 'isi', 'minimal', 's', 'tamat', 'smasmk', 'layak', 'kerja', 'usaha', 'moga', 'aplikasi', 'sikap', 'buka', 'semua', 'kalang', 'kerja', 'bukan', 'sarjana']"
Sangat membantu,5,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']"
Jobstreet sangat membantu dalam pencarian informasi lowongan kerja,5,jobstreet sangat membantu dalam pencarian informasi lowongan kerja,"['jobstreet', 'sangat', 'membantu', 'dalam', 'pencarian', 'informasi', 'lowongan', 'kerja']","['jobstreet', 'sangat', 'membantu', 'pencarian', 'informasi', 'lowongan', 'kerja']","['jobstreet', 'sangat', 'bantu', 'cari', 'informasi', 'lowong', 'kerja']"
Sangat membantu,5,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']"
Ok,5,ok,['ok'],[],[]
Sangat berguna dan meembantu para pencari job mohon untuk di tingkatkan,5,sangat berguna dan meembantu para pencari job mohon untuk di tingkatkan,"['sangat', 'berguna', 'dan', 'meembantu', 'para', 'pencari', 'job', 'mohon', 'untuk', 'di', 'tingkatkan']","['sangat', 'berguna', 'meembantu', 'pencari', 'job', 'mohon', 'tingkatkan']","['sangat', 'guna', 'meembantu', 'cari', 'job', 'mohon', 'tingkat']"
Jobstreet sangat membantu para pencari kerja sesuai dengan jurusan dan wilayah pekerjaan yang diinginkan serta dapat mengasah karir,5,jobstreet sangat membantu para pencari kerja sesuai dengan jurusan dan wilayah pekerjaan yang diinginkan serta dapat mengasah karir,"['jobstreet', 'sangat', 'membantu', 'para', 'pencari', 'kerja', 'sesuai', 'dengan', 'jurusan', 'dan', 'wilayah', 'pekerjaan', 'yang', 'diinginkan', 'serta', 'dapat', 'mengasah', 'karir']","['jobstreet', 'sangat', 'membantu', 'pencari', 'kerja', 'sesuai', 'jurusan', 'wilayah', 'pekerjaan', 'diinginkan', 'mengasah', 'karir']","['jobstreet', 'sangat', 'bantu', 'cari', 'kerja', 'sesuai', 'jurus', 'wilayah', 'kerja', 'ingin', 'asah', 'karir']"
Sangat membantu untuk mencari pekerjaan,5,sangat membantu untuk mencari pekerjaan,"['sangat', 'membantu', 'untuk', 'mencari', 'pekerjaan']","['sangat', 'membantu', 'mencari', 'pekerjaan']","['sangat', 'bantu', 'cari', 'kerja']"
Nun,4,nun,['nun'],['nun'],['nun']
Masih blm aja ada panggilan nih,3,masih blm aja ada panggilan nih,"['masih', 'blm', 'aja', 'ada', 'panggilan', 'nih']","['blm', 'aja', 'panggilan', 'nih']","['blm', 'aja', 'panggil', 'nih']"
Aplikasi Jobstreet ini sangat membantu sekali dalam mendapatkan pekerjaan yang sesuai dengan latar belakang pendidikan dan pengalaman kerja yang saya miliki selama ini.,5,aplikasi jobstreet ini sangat membantu sekali dalam mendapatkan pekerjaan yang sesuai dengan latar belakang pendidikan dan pengalaman kerja yang saya miliki selama ini,"['aplikasi', 'jobstreet', 'ini', 'sangat', 'membantu', 'sekali', 'dalam', 'mendapatkan', 'pekerjaan', 'yang', 'sesuai', 'dengan', 'latar', 'belakang', 'pendidikan', 'dan', 'pengalaman', 'kerja', 'yang', 'saya', 'miliki', 'selama', 'ini']","['aplikasi', 'jobstreet', 'sangat', 'membantu', 'sekali', 'mendapatkan', 'pekerjaan', 'sesuai', 'latar', 'belakang', 'pendidikan', 'pengalaman', 'kerja', 'miliki', 'selama']","['aplikasi', 'jobstreet', 'sangat', 'bantu', 'sekali', 'dapat', 'kerja', 'sesuai', 'latar', 'belakang', 'didik', 'alam', 'kerja', 'milik', 'lama']"
"Terimakasih,sangat membantu",5,terimakasihsangat membantu,"['terimakasihsangat', 'membantu']","['terimakasihsangat', 'membantu']","['terimakasihsangat', 'bantu']"
Good,5,good,['good'],['good'],['good']
Cari Pekerjaan Murni,5,cari pekerjaan murni,"['cari', 'pekerjaan', 'murni']","['cari', 'pekerjaan', 'murni']","['cari', 'kerja', 'murni']"
"Penipuan, daripada ngabisin waktu ngisi ini itu di panggil kagak",1,penipuan daripada ngabisin waktu ngisi ini itu di panggil kagak,"['penipuan', 'daripada', 'ngabisin', 'waktu', 'ngisi', 'ini', 'itu', 'di', 'panggil', 'kagak']","['penipuan', 'ngabisin', 'waktu', 'ngisi', 'panggil', 'kagak']","['tipu', 'ngabisin', 'waktu', 'ngisi', 'panggil', 'kagak']"
Sudah ratusan kali melamar loker disini tidak satupun dapat panggilan kerja padahal sudah memenuhi persyaratan yang diminta oleh Perusahaan yang butuh pekerja !,1,sudah ratusan kali melamar loker disini tidak satupun dapat panggilan kerja padahal sudah memenuhi persyaratan yang diminta oleh perusahaan yang butuh pekerja,"['sudah', 'ratusan', 'kali', 'melamar', 'loker', 'disini', 'tidak', 'satupun', 'dapat', 'panggilan', 'kerja', 'padahal', 'sudah', 'memenuhi', 'persyaratan', 'yang', 'diminta', 'oleh', 'perusahaan', 'yang', 'butuh', 'pekerja']","['ratusan', 'kali', 'melamar', 'loker', 'disini', 'satupun', 'panggilan', 'kerja', 'padahal', 'memenuhi', 'persyaratan', 'diminta', 'perusahaan', 'butuh', 'pekerja']","['ratus', 'kali', 'lamar', 'loker', 'sini', 'satu', 'panggil', 'kerja', 'padahal', 'penuh', 'syarat', 'minta', 'usaha', 'butuh', 'kerja']"
"seriusan bete banget udah nyoba login beberapa kali tapi tetep aja gabisa, pake email gabisa, pake google gabisa, aneh",1,seriusan bete banget udah nyoba login beberapa kali tapi tetep aja gabisa pake email gabisa pake google gabisa aneh,"['seriusan', 'bete', 'banget', 'udah', 'nyoba', 'login', 'beberapa', 'kali', 'tapi', 'tetep', 'aja', 'gabisa', 'pake', 'email', 'gabisa', 'pake', 'google', 'gabisa', 'aneh']","['seriusan', 'bete', 'banget', 'udah', 'nyoba', 'login', 'beberapa', 'kali', 'tetep', 'aja', 'gabisa', 'pake', 'email', 'gabisa', 'pake', 'google', 'gabisa', 'aneh']","['serius', 'bete', 'banget', 'udah', 'nyoba', 'login', 'beberapa', 'kali', 'tetep', 'aja', 'gabisa', 'pake', 'email', 'gabisa', 'pake', 'google', 'gabisa', 'aneh']"
tolong fokuskan loker sama nama kotaaaa.,1,tolong fokuskan loker sama nama kotaaaa,"['tolong', 'fokuskan', 'loker', 'sama', 'nama', 'kotaaaa']","['fokuskan', 'loker', 'sama', 'nama', 'kotaaaa']","['fokus', 'loker', 'sama', 'nama', 'kotaaaa']"
Jelek,1,jelek,['jelek'],['jelek'],['jelek']
Apk sampah asw udh lama g buka apk tiba2 logout sendiri trus login lg g bisa lebih dari 5 kali g bisa2 developer payah,1,apk sampah asw udh lama g buka apk tiba logout sendiri trus login lg g bisa lebih dari  kali g bisa developer payah,"['apk', 'sampah', 'asw', 'udh', 'lama', 'g', 'buka', 'apk', 'tiba', 'logout', 'sendiri', 'trus', 'login', 'lg', 'g', 'bisa', 'lebih', 'dari', 'kali', 'g', 'bisa', 'developer', 'payah']","['apk', 'sampah', 'asw', 'udh', 'lama', 'g', 'buka', 'apk', 'tiba', 'logout', 'sendiri', 'trus', 'login', 'lg', 'g', 'lebih', 'kali', 'g', 'developer', 'payah']","['apk', 'sampah', 'asw', 'udh', 'lama', 'g', 'buka', 'apk', 'tiba', 'logout', 'sendiri', 'trus', 'login', 'lg', 'g', 'lebih', 'kali', 'g', 'developer', 'payah']"
Mantap,5,mantap,['mantap'],['mantap'],['mantap']
Saya kecewa karena saya ga pernah dapet pekerjaan dan panggilan dari aplikasi ini,1,saya kecewa karena saya ga pernah dapet pekerjaan dan panggilan dari aplikasi ini,"['saya', 'kecewa', 'karena', 'saya', 'ga', 'pernah', 'dapet', 'pekerjaan', 'dan', 'panggilan', 'dari', 'aplikasi', 'ini']","['kecewa', 'ga', 'pernah', 'dapet', 'pekerjaan', 'panggilan', 'aplikasi']","['kecewa', 'ga', 'pernah', 'dapet', 'kerja', 'panggil', 'aplikasi']"
Bahasa inggris semua saya ga ngerti apakah bisa di setel bahasa Indonesia,2,bahasa inggris semua saya ga ngerti apakah bisa di setel bahasa indonesia,"['bahasa', 'inggris', 'semua', 'saya', 'ga', 'ngerti', 'apakah', 'bisa', 'di', 'setel', 'bahasa', 'indonesia']","['bahasa', 'inggris', 'semua', 'ga', 'ngerti', 'setel', 'bahasa', 'indonesia']","['bahasa', 'inggris', 'semua', 'ga', 'ngerti', 'setel', 'bahasa', 'indonesia']"
Asu,1,asu,['asu'],['asu'],['asu']
"Maaf banyak penipuan, nomor jadi tersebar",1,maaf banyak penipuan nomor jadi tersebar,"['maaf', 'banyak', 'penipuan', 'nomor', 'jadi', 'tersebar']","['maaf', 'banyak', 'penipuan', 'nomor', 'jadi', 'tersebar']","['maaf', 'banyak', 'tipu', 'nomor', 'jadi', 'sebar']"
Tolong developer pihak perusahaan harus wajib mengisi salary/gaji di perusahaannya biar kami para pencari kerja merasa cocok dengan gaji di perusahaan yang sedang buka lowongan... Itu harus di wajibkan mengisi salary dan benefitnya untuk pihak HRD,1,tolong developer pihak perusahaan harus wajib mengisi salarygaji di perusahaannya biar kami para pencari kerja merasa cocok dengan gaji di perusahaan yang sedang buka lowongan itu harus di wajibkan mengisi salary dan benefitnya untuk pihak hrd,"['tolong', 'developer', 'pihak', 'perusahaan', 'harus', 'wajib', 'mengisi', 'salarygaji', 'di', 'perusahaannya', 'biar', 'kami', 'para', 'pencari', 'kerja', 'merasa', 'cocok', 'dengan', 'gaji', 'di', 'perusahaan', 'yang', 'sedang', 'buka', 'lowongan', 'itu', 'harus', 'di', 'wajibkan', 'mengisi', 'salary', 'dan', 'benefitnya', 'untuk', 'pihak', 'hrd']","['developer', 'pihak', 'perusahaan', 'wajib', 'mengisi', 'salarygaji', 'perusahaannya', 'biar', 'pencari', 'kerja', 'merasa', 'cocok', 'gaji', 'perusahaan', 'sedang', 'buka', 'lowongan', 'wajibkan', 'mengisi', 'salary', 'benefitnya', 'pihak', 'hrd']","['developer', 'pihak', 'usaha', 'wajib', 'isi', 'salarygaji', 'usaha', 'biar', 'cari', 'kerja', 'rasa', 'cocok', 'gaji', 'usaha', 'sedang', 'buka', 'lowong', 'wajib', 'isi', 'salary', 'benefitnya', 'pihak', 'hrd']"
"Wkwk aplikasi banyak zoonk nya saya mendapat panggilan interview kerja di berbagai pt dan perusaan berbagai loker melalui WA melalui email sudah 8x lebih tidak saya tanggepi karna saat saya membuka alamat goggle map nya isinya 2 tempat dan tidak berubah padahal beda"" perusahaan tidak recomend bnget ini aplikasi terimakasih",1,wkwk aplikasi banyak zoonk nya saya mendapat panggilan interview kerja di berbagai pt dan perusaan berbagai loker melalui wa melalui email sudah x lebih tidak saya tanggepi karna saat saya membuka alamat goggle map nya isinya  tempat dan tidak berubah padahal beda perusahaan tidak recomend bnget ini aplikasi terimakasih,"['wkwk', 'aplikasi', 'banyak', 'zoonk', 'nya', 'saya', 'mendapat', 'panggilan', 'interview', 'kerja', 'di', 'berbagai', 'pt', 'dan', 'perusaan', 'berbagai', 'loker', 'melalui', 'wa', 'melalui', 'email', 'sudah', 'x', 'lebih', 'tidak', 'saya', 'tanggepi', 'karna', 'saat', 'saya', 'membuka', 'alamat', 'goggle', 'map', 'nya', 'isinya', 'tempat', 'dan', 'tidak', 'berubah', 'padahal', 'beda', 'perusahaan', 'tidak', 'recomend', 'bnget', 'ini', 'aplikasi', 'terimakasih']","['wkwk', 'aplikasi', 'banyak', 'zoonk', 'nya', 'mendapat', 'panggilan', 'interview', 'kerja', 'berbagai', 'pt', 'perusaan', 'berbagai', 'loker', 'melalui', 'wa', 'melalui', 'email', 'x', 'lebih', 'tanggepi', 'karna', 'membuka', 'alamat', 'goggle', 'map', 'nya', 'isinya', 'tempat', 'berubah', 'padahal', 'beda', 'perusahaan', 'recomend', 'bnget', 'aplikasi', 'terimakasih']","['wkwk', 'aplikasi', 'banyak', 'zoonk', 'nya', 'dapat', 'panggil', 'interview', 'kerja', 'bagai', 'pt', 'rusa', 'bagai', 'loker', 'lalu', 'wa', 'lalu', 'email', 'x', 'lebih', 'tanggepi', 'karna', 'buka', 'alamat', 'goggle', 'map', 'nya', 'isi', 'tempat', 'ubah', 'padahal', 'beda', 'usaha', 'recomend', 'bnget', 'aplikasi', 'terimakasih']"
Jngn download!!!! Buang² wktu. Bnyk loker yg udh kadaluarsa juga msih d posting.,1,jngn download buang² wktu bnyk loker yg udh kadaluarsa juga msih d posting,"['jngn', 'download', 'buang²', 'wktu', 'bnyk', 'loker', 'yg', 'udh', 'kadaluarsa', 'juga', 'msih', 'd', 'posting']","['jngn', 'download', 'buang²', 'wktu', 'bnyk', 'loker', 'yg', 'udh', 'kadaluarsa', 'msih', 'd', 'posting']","['jngn', 'download', 'buang', 'wktu', 'bnyk', 'loker', 'yg', 'udh', 'kadaluarsa', 'msih', 'd', 'posting']"
"Tolong lebih di filter supaya gak sembarangan orang yang bisa ngasi lowongan, soalnya banyak oknum penipu lowongan palsu ujung""nya duit",3,tolong lebih di filter supaya gak sembarangan orang yang bisa ngasi lowongan soalnya banyak oknum penipu lowongan palsu ujungnya duit,"['tolong', 'lebih', 'di', 'filter', 'supaya', 'gak', 'sembarangan', 'orang', 'yang', 'bisa', 'ngasi', 'lowongan', 'soalnya', 'banyak', 'oknum', 'penipu', 'lowongan', 'palsu', 'ujungnya', 'duit']","['lebih', 'filter', 'gak', 'sembarangan', 'orang', 'ngasi', 'lowongan', 'soalnya', 'banyak', 'oknum', 'penipu', 'lowongan', 'palsu', 'ujungnya', 'duit']","['lebih', 'filter', 'gak', 'sembarang', 'orang', 'ngasi', 'lowong', 'soal', 'banyak', 'oknum', 'tipu', 'lowong', 'palsu', 'ujung', 'duit']"
the best platform for job search and companies looking for workers,5,the best platform for job search and companies looking for workers,"['the', 'best', 'platform', 'for', 'job', 'search', 'and', 'companies', 'looking', 'for', 'workers']","['the', 'best', 'platform', 'for', 'job', 'search', 'and', 'companies', 'looking', 'for', 'workers']","['the', 'best', 'platform', 'for', 'job', 'search', 'and', 'companies', 'looking', 'for', 'workers']"
"Hapus aja aplikasi nya , Orang pada kasihan, Jauh² Datang interview malah kena Tipu. Baru bisa kerja di bayar dulu nyampek jutaan.",1,hapus aja aplikasi nya  orang pada kasihan jauh² datang interview malah kena tipu baru bisa kerja di bayar dulu nyampek jutaan,"['hapus', 'aja', 'aplikasi', 'nya', 'orang', 'pada', 'kasihan', 'jauh²', 'datang', 'interview', 'malah', 'kena', 'tipu', 'baru', 'bisa', 'kerja', 'di', 'bayar', 'dulu', 'nyampek', 'jutaan']","['hapus', 'aja', 'aplikasi', 'nya', 'orang', 'kasihan', 'jauh²', 'datang', 'interview', 'malah', 'kena', 'tipu', 'baru', 'kerja', 'bayar', 'dulu', 'nyampek', 'jutaan']","['hapus', 'aja', 'aplikasi', 'nya', 'orang', 'kasihan', 'jauh', 'datang', 'interview', 'malah', 'kena', 'tipu', 'baru', 'kerja', 'bayar', 'dulu', 'nyampek', 'juta']"
tolong ini kenapa apknya sering trouble ya,3,tolong ini kenapa apknya sering trouble ya,"['tolong', 'ini', 'kenapa', 'apknya', 'sering', 'trouble', 'ya']","['apknya', 'sering', 'trouble']","['apknya', 'sering', 'trouble']"
Update mulu tapi masih banyak loker hoax 🙄,1,update mulu tapi masih banyak loker hoax 🙄,"['update', 'mulu', 'tapi', 'masih', 'banyak', 'loker', 'hoax', '🙄']","['update', 'mulu', 'banyak', 'loker', 'hoax', '🙄']","['update', 'mulu', 'banyak', 'loker', 'hoax', '']"
"Pendidikan dan pengalaman kerja yang sesuai dengan yang diminta bahkan lebih dari ekspektasi. lamaran segera di apply, baru 1 -2 hari bahkan saat beberapa jam diposting, notif awal lamaran Sdh terkirim dan bahkan dilihat oleh perusahaan, namun selang 1 -2 minggu bahkan lebih, muncul notif lamaran sudah ditutup. Apakah CV harus selalu di-update keahlian yang diminta perusahaan yang memposting loker? dan apakah perusahaan yg tidak mensyaratkan usia, tetap memperhatikan usia juga? Tq",5,pendidikan dan pengalaman kerja yang sesuai dengan yang diminta bahkan lebih dari ekspektasi lamaran segera di apply baru   hari bahkan saat beberapa jam diposting notif awal lamaran sdh terkirim dan bahkan dilihat oleh perusahaan namun selang   minggu bahkan lebih muncul notif lamaran sudah ditutup apakah cv harus selalu diupdate keahlian yang diminta perusahaan yang memposting loker dan apakah perusahaan yg tidak mensyaratkan usia tetap memperhatikan usia juga tq,"['pendidikan', 'dan', 'pengalaman', 'kerja', 'yang', 'sesuai', 'dengan', 'yang', 'diminta', 'bahkan', 'lebih', 'dari', 'ekspektasi', 'lamaran', 'segera', 'di', 'apply', 'baru', 'hari', 'bahkan', 'saat', 'beberapa', 'jam', 'diposting', 'notif', 'awal', 'lamaran', 'sdh', 'terkirim', 'dan', 'bahkan', 'dilihat', 'oleh', 'perusahaan', 'namun', 'selang', 'minggu', 'bahkan', 'lebih', 'muncul', 'notif', 'lamaran', 'sudah', 'ditutup', 'apakah', 'cv', 'harus', 'selalu', 'diupdate', 'keahlian', 'yang', 'diminta', 'perusahaan', 'yang', 'memposting', 'loker', 'dan', 'apakah', 'perusahaan', 'yg', 'tidak', 'mensyaratkan', 'usia', 'tetap', 'memperhatikan', 'usia', 'juga', 'tq']","['pendidikan', 'pengalaman', 'kerja', 'sesuai', 'diminta', 'bahkan', 'lebih', 'ekspektasi', 'lamaran', 'segera', 'apply', 'baru', 'hari', 'bahkan', 'beberapa', 'jam', 'diposting', 'notif', 'awal', 'lamaran', 'sdh', 'terkirim', 'bahkan', 'dilihat', 'perusahaan', 'selang', 'minggu', 'bahkan', 'lebih', 'muncul', 'notif', 'lamaran', 'ditutup', 'cv', 'selalu', 'diupdate', 'keahlian', 'diminta', 'perusahaan', 'memposting', 'loker', 'perusahaan', 'yg', 'mensyaratkan', 'usia', 'tetap', 'memperhatikan', 'usia', 'tq']","['didik', 'alam', 'kerja', 'sesuai', 'minta', 'bahkan', 'lebih', 'ekspektasi', 'lamar', 'segera', 'apply', 'baru', 'hari', 'bahkan', 'beberapa', 'jam', 'diposting', 'notif', 'awal', 'lamar', 'sdh', 'kirim', 'bahkan', 'lihat', 'usaha', 'selang', 'minggu', 'bahkan', 'lebih', 'muncul', 'notif', 'lamar', 'tutup', 'cv', 'selalu', 'diupdate', 'ahli', 'minta', 'usaha', 'memposting', 'loker', 'usaha', 'yg', 'syarat', 'usia', 'tetap', 'perhati', 'usia', 'tq']"
